"","newid","intno","year","firmth","nint","cdall","age","white","black","male","hsgrad","lesscol","colgrad","fam_size","nchle11","nch1217","persot64","hw","single","hwyng","hwchbs","hwchis","hwchas","spchbs","spchis","hwold","retired","headwrk","spouwrk","incweek1","inc_hrs1","incweek2","inc_hrs2","fincreal","owner","renter","ne","mw","west","urban","msa","ps4mil","ps1mil","ps330k","ps125k","tv","comp","sound","vcr","vehq","coldormi","occucod1","weight"
"1",104241,5,2000,5,1,0,86,1,0,1,0,0,0,2,0,0,2,1,0,0,0,0,0,0,0,1,1,0,0,0,-1,0,0,2.2636707663,0,1,0,0,1,1,1,0,0,1,0,2,0,0,0,0,0,-1,1785.726
"2",109793,4,2000,2,0,42.938931298,43,1,0,1,0,0,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,52,60,26,40,9.5419847328,0,1,0,0,0,1,1,0,1,0,0,3,1,2,2,2,0,3,11983.806
"3",89430,3,1998,6,0,0.999000999,23,1,0,1,0,1,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0.2457542458,0,1,0,0,0,1,0,0,0,0,0,2,1,1,0,1,1,-1,23164.267
"4",107087,5,2000,8,0,0,41,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,52,60,0,0,3.9473684211,0,1,0,0,0,1,1,0,1,0,0,1,1,1,1,1,0,7,10221.775
"5",84153,5,1998,3,1,0,39,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,52,40,0,0,3.961885657,1,0,0,0,0,1,1,0,0,0,1,2,0,1,1,1,0,2,15596.094
"6",114683,4,2000,12,1,0,36,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,13,25,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,13,7062.382
"7",94177,3,1998,11,1,0,49,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,49,40,0,0,2.9791459782,1,0,0,0,0,1,1,0,0,0,1,2,0,1,1,2,0,3,14806.738
"8",102851,5,2000,3,0,57.088487155,29,1,0,1,0,0,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,52,40,52,40,7.0618458611,1,0,0,0,0,1,1,0,1,0,0,5,2,1,2,2,0,2,9349.379
"9",95609,3,1998,11,1,0,41,1,0,1,0,0,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,52,40,0,0,0,1,0,0,1,0,1,1,0,0,1,0,2,1,1,1,2,0,13,21728.621
"10",97425,4,1998,12,1,0,40,1,0,0,0,0,1,4,2,0,0,0,0,0,0,1,0,0,0,0,0,1,1,8,20,52,40,2.9761904762,1,0,0,1,0,1,1,0,0,0,0,2,1,1,1,2,0,3,13801.282
"11",109786,3,2000,4,0,0,49,1,0,1,0,1,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,52,40,52,70,4.8387096774,1,0,0,1,0,1,1,0,0,0,1,2,1,1,1,3,0,4,18131.967
"12",110480,3,2000,6,1,0,37,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,52,27,0,0,0.6137865911,0,1,0,0,1,1,1,0,0,0,1,0,0,2,0,1,0,9,16109.66
"13",109061,5,2000,10,1,0,59,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,52,40,0,0,1.9666666667,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,1,0,2,15211.069
"14",117663,2,2000,11,0,0,30,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,52,40,0,0,2.1308411215,1,0,0,1,0,1,0,0,0,0,0,4,1,1,1,3,0,11,20919.597
"15",88899,5,1998,8,1,47.80876494,79,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,4,0,1,1,1,0,-1,23119.47
"16",87019,4,1998,2,1,0,30,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,52,50,0,0,3.7185929648,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,13,28338.644
"17",91790,4,1998,10,1,0,79,1,0,0,0,1,0,2,0,0,2,1,0,0,0,0,0,0,0,1,1,0,0,0,-1,0,0,3.8364811133,0,1,0,0,0,1,1,0,1,0,0,2,0,1,1,1,0,-1,11921.334
"18",110169,2,2000,2,0,0,34,1,0,1,0,0,0,5,3,0,0,0,0,0,0,1,0,0,0,0,0,1,1,52,40,28,21,0,0,1,1,0,0,1,1,1,0,0,0,3,1,1,1,2,0,10,14103.332
"19",108385,3,2000,6,0,0,73,1,0,1,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,35,24,0,0,1.1410764873,1,0,0,1,0,1,1,0,1,0,0,2,1,1,2,4,0,15,4858.737
"20",115938,2,2000,12,1,0,42,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,48,50,0,0,0,1,0,0,0,0,1,1,0,0,1,0,2,0,1,1,1,0,1,22136.883
"21",92514,2,1998,5,1,60,52,1,0,1,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,52,40,40,20,8.9,1,0,1,0,0,1,1,1,0,0,0,3,1,1,2,0,0,1,25885.627
"22",89129,3,1998,1,1,0,61,1,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,52,40,0,0,0.9667673716,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,13,0,15,33389.192
"23",103661,4,2000,2,1,49.618320611,34,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,50,55,0,0,1.7175572519,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,7,21642.786
"24",106459,4,2000,2,1,0,40,1,0,0,1,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,52,40,52,40,5.9160305344,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,2,0,3,13522.325
"25",89285,5,1998,10,1,64.612425447,44,1,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,52,40,0,0,5.6262425447,0,1,0,0,1,1,1,0,1,0,0,2,1,2,2,1,0,4,19706.798
"26",90655,2,1998,1,1,0,75,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,52,40,0,0,2.8809667674,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,11,21733.708
"27",91161,4,1998,7,1,0,71,1,0,1,1,0,0,2,0,0,2,1,0,0,0,0,0,0,0,1,0,1,0,52,25,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,3,20082.855
"28",91318,3,1998,9,1,0,93,1,0,1,0,0,0,2,0,0,2,1,0,0,0,0,0,0,0,1,1,0,0,0,-1,0,0,1.2531343284,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,-1,25073.195
"29",94764,2,1998,11,1,29.791459782,42,1,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,52,40,0,0,5.0658391261,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,4,0,3,10662.575
"30",111401,3,2000,8,1,0,74,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,-1,0,0,1.2332706767,1,0,1,0,0,1,1,0,1,0,0,2,1,1,2,2,0,-1,9652.874
"31",87474,4,1998,5,1,50.0001,30,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,52,45,0,0,1.8,0,1,1,0,0,1,1,1,0,0,0,1,0,0,1,2,0,10,20674.484
"32",109200,4,2000,9,1,0,38,0,0,1,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,21,40,0,0,1.0187441425,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,13,18501.614
"33",104710,5,2000,5,0,0,45,1,0,1,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,52,40,52,40,3.3112582781,1,0,1,0,0,1,1,1,0,0,0,2,1,1,1,2,0,10,17509.228
"34",91843,2,1998,4,1,0,48,0,1,0,1,0,0,3,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-1,0,0,0.6542542543,0,1,0,0,0,1,1,0,1,0,0,2,0,1,2,0,0,-1,15627.193
"35",97454,4,1998,12,1,0,44,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,-1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,-1,8044.156
"36",105863,5,2000,9,0,0,47,1,0,1,1,0,0,5,0,3,0,0,0,0,0,1,0,0,0,0,0,1,1,52,40,26,30,4.7795688847,1,0,1,0,0,1,1,0,0,1,0,3,1,0,1,2,0,15,12105.993
"37",106274,5,2000,6,0,0,34,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,52,40,0,0,2.0132200189,0,1,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,10,8515.857
"38",117794,2,2000,10,0,0,69,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,-1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,1,1,1,1,0,-1,8994.005
"39",86522,5,1998,6,1,0,76,1,0,1,0,1,0,2,0,0,2,1,0,0,0,0,0,0,0,1,1,0,0,0,-1,0,0,1.625974026,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,-1,22427.574
"40",86251,4,1998,3,1,0,40,1,0,1,0,1,0,4,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,52,40,0,0,4.0120361083,1,0,1,0,0,1,1,1,0,0,0,3,0,1,3,3,0,11,20015.683
"41",92449,3,1998,8,1,0,61,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,0,0,0.0523904382,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,-1,16250.048
"42",89094,3,1998,1,1,0,35,1,0,1,0,0,0,6,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-1,4,40,0.7250755287,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,0,-1,17692.983
"43",92108,3,1998,8,0,0,57,1,0,1,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,-1,52,25,0,1,0,1,0,0,1,1,1,0,0,0,3,0,0,2,5,0,-1,19588.588
"44",95744,2,1998,12,1,0,19,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,32,20,0,0,0.4166666667,0,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,0,5,15041.088
"45",93451,3,1998,11,1,0,58,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,52,40,0,0,2.005958292,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,11,19077.174
"46",87445,4,1998,4,1,20.02012012,70,0,1,1,1,0,0,2,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,52,40,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,1,2,0,12,13944.425
"47",111187,4,2000,10,1,18.726685393,50,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,52,20,0,0,4.6657303371,1,0,0,0,1,1,1,0,1,0,0,2,1,1,1,3,0,5,12776.991
"48",90333,5,1998,1,1,0,24,0,1,0,1,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,52,20,0,0,0.5236656596,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,13,20362.106
"49",95844,3,1998,11,1,0,28,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,52,40,0,0,4.4687189672,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,10,15040.7
"50",110043,5,2000,10,1,0,25,1,0,0,1,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,6,15,52,40,4.1764981273,0,1,0,1,0,1,1,1,0,0,0,3,0,1,1,2,0,4,15876.529
"51",89370,2,1998,3,1,0,36,1,0,1,1,0,0,6,0,3,0,0,0,0,0,0,1,0,0,0,0,1,0,52,50,0,0,3.1925777332,0,1,0,0,0,1,1,0,1,0,0,2,0,1,1,4,0,18,25784.978
"52",92141,4,1998,11,0,0,56,1,0,1,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,-1,52,48,5.1863952334,1,0,0,1,0,0,0,0,0,0,0,3,2,2,4,1,0,-1,21910.247
"53",90592,4,1998,9,1,0,77,1,0,1,1,0,0,2,0,0,2,1,0,0,0,0,0,0,0,1,1,0,0,0,-1,0,0,2.1178109453,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,-1,17946.201
"54",90497,3,1998,4,1,0,33,1,0,1,0,0,0,5,0,3,0,0,0,0,0,1,0,0,0,0,0,1,1,52,40,13,40,6.006006006,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,3,0,3,22220.148
"55",90275,3,1998,4,1,0,81,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,-1,0,0,1.5937937938,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,-1,15755.319
"56",97546,3,1998,11,1,0,80,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,-1,0,0,0.6658391261,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,-1,14068.576
"57",85781,5,1998,6,1,0,24,1,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,52,40,0,0,5.4945054945,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,2,0,6,12860.203
"58",88616,3,1998,2,1,49.246432161,23,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,52,50,0,0,2.2110552764,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,2,25173.961
"59",91697,2,1998,6,1,0,33,1,0,0,1,0,0,5,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,52,20,0,0,1.9228771229,0,1,0,0,0,1,1,0,1,0,0,3,0,1,2,1,0,10,15891.451
"60",92416,4,1998,10,0,0,38,1,0,1,0,0,1,4,2,0,0,0,0,0,0,1,0,0,0,0,0,1,1,52,40,12,40,3.6023856859,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,2,0,1,19303.523
"61",108656,3,2000,6,1,0,62,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,-1,0,0,0.0515580737,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,2,0,-1,12472.692
"62",110012,2,2000,3,1,0,59,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,52,34,0,0,5.5185537583,1,0,0,0,1,1,1,0,1,0,0,2,1,1,2,3,0,3,9283.321
"63",100821,5,2000,3,0,118.93444339,45,1,0,1,0,1,0,5,0,3,0,0,0,0,0,1,0,0,0,0,0,1,1,52,20,52,45,17.278782112,1,0,0,0,1,1,1,0,1,0,0,4,6,4,3,2,0,1,7528.944
"64",112318,2,2000,4,1,0,52,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,52,40,0,0,4.7438330171,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,2,0,4,18391.038
"65",105651,5,2000,5,1,25.543992431,53,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,37,40,0,0,3.0775780511,0,1,0,0,1,1,1,0,1,0,0,1,0,2,0,1,0,3,8026.323
"66",87355,5,1998,5,1,0,58,1,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,52,40,52,40,4.556,1,0,1,0,0,1,1,1,0,0,0,2,1,1,1,1,0,1,22427.27
"67",90813,3,1998,6,1,0,60,1,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,1.3558441558,0,1,0,0,0,1,1,0,0,1,0,2,1,0,0,1,0,-1,23752.713
"68",109781,3,2000,5,1,22.70577105,53,1,0,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,52,40,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,3,0,1,15982.995
"69",86520,5,1998,5,1,0,52,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,52,33,0,0,1.1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,5,24115.66
"70",90904,2,1998,4,1,49.049049049,33,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,52,55,0,0,3.8511511512,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,13,20818.171
"71",90539,3,1998,4,1,0,46,1,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,52,40,0,0,4.004004004,1,0,0,1,0,1,1,0,1,0,0,4,1,0,1,1,0,1,13244.824
"72",90365,2,1998,1,1,0,71,1,0,1,0,0,0,2,0,0,2,1,0,0,0,0,0,0,0,1,1,0,0,0,-1,0,0,1.8509566969,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,4,0,-1,21830.648
"73",89728,2,1998,1,1,0,28,1,0,0,0,0,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,52,35,52,40,9.4702920443,1,0,1,0,0,1,1,1,0,0,0,1,1,1,1,2,0,2,20834.443
"74",114957,2,2000,9,1,0,48,1,0,0,1,0,0,4,0,2,0,0,0,0,0,1,0,0,0,0,0,1,1,30,25,48,30,16.401124649,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,4,0,5,10133.899
"75",111653,3,2000,9,0,37.488284911,49,1,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,52,44,0,0,4.6860356139,1,0,1,0,0,1,1,1,0,0,0,3,1,0,1,1,0,14,16981.167
"76",107320,4,2000,4,1,0,31,1,0,0,1,0,0,4,2,0,0,0,0,0,0,1,0,0,0,0,0,1,1,52,40,52,40,7.210626186,1,0,0,0,1,1,1,0,1,0,0,2,1,1,1,12,0,4,12799.141
"77",92628,4,1998,8,1,0,41,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,52,40,0,0,0,1,0,0,0,1,1,1,1,0,0,0,2,0,0,1,1,0,10,22665.362
"78",101200,5,2000,2,1,0,60,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,-1,52,40,9.0648854962,1,0,0,0,0,1,1,0,1,0,0,4,2,1,2,3,0,-1,11526.628
"79",108840,3,2000,4,1,94.876660342,33,1,0,1,0,0,0,5,0,3,0,0,0,0,0,1,0,0,0,0,0,1,1,52,40,52,40,7.0208728653,1,0,0,0,1,1,1,0,0,1,0,4,0,2,2,2,0,15,15136.845
"80",90422,5,1998,11,1,97.318867925,63,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,52,40,0,0,5.6623634558,0,1,0,0,1,1,1,0,1,0,0,2,0,2,2,1,0,3,7317.55
"81",85172,5,1998,3,1,0,84,1,0,1,0,0,1,3,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,52,40,0,0,0,1,0,0,0,1,1,1,0,0,0,1,2,1,1,1,4,0,14,30084.43
"82",112320,2,2000,5,1,0,39,1,0,0,0,0,0,9,0,6,0,0,0,0,0,0,1,0,0,0,0,1,1,26,40,26,40,2.4881740776,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,3,0,16,7822.744
"83",106661,5,2000,7,0,0,77,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,0,0,3.3448210923,1,0,1,0,0,1,1,1,0,0,0,2,1,1,1,0,0,-1,16448.392
"84",90650,3,1998,5,1,0,37,1,0,0,0,1,0,5,0,3,0,0,0,0,0,1,0,0,0,0,0,1,1,52,40,52,45,4.96,1,0,0,1,0,0,0,0,0,0,0,2,0,1,1,5,0,11,21712.077
"85",103846,5,2000,6,0,0,77,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,-1,0,0,1.9813031161,1,0,0,1,0,1,1,0,0,0,0,5,1,0,1,3,0,-1,14904.154
"86",112972,2,2000,4,1,5.6925996205,43,1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,52,50,0,0,5.6356736243,0,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,1,17695.974
"87",85905,5,1998,3,1,0,89,1,0,1,0,0,0,2,0,0,2,1,0,0,0,0,0,0,0,1,1,0,0,0,-1,0,0,2.2862587763,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,0,-1,23007.605
"88",108667,3,2000,4,1,0,39,1,0,1,0,0,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,52,40,36,35,3.2258064516,1,0,0,0,0,0,0,0,0,0,0,3,1,1,3,2,0,7,25645.142
"89",87140,4,1998,2,0,0,41,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,52,50,0,0,7.0351758794,1,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,3,21525.239
"90",112621,4,2000,11,0,0,38,1,0,0,0,1,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-1,52,20,0,1,0,0,0,1,1,1,0,0,0,1,3,2,3,2,2,0,-1,18145.293
"91",89793,4,1998,8,1,0,30,1,0,1,1,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,52,40,0,0,0.0502988048,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,4,0,11,25401.401
"92",109213,4,2000,5,0,0,27,1,0,0,0,1,0,4,2,0,0,0,0,0,0,1,0,0,0,0,0,1,1,52,3,50,40,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,6,14681.396
"93",94216,2,1998,8,1,0,49,1,0,1,0,1,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,52,40,52,40,3.406374502,1,0,0,1,0,0,0,0,0,0,0,2,0,1,1,1,0,8,24123.152
"94",104369,5,2000,6,1,0,29,1,0,1,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,52,50,52,50,6.6100094429,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,2,0,11,13820.92
"95",114215,2,2000,9,1,0,53,1,0,1,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,52,70,0,0,0,1,0,0,1,0,1,0,0,0,0,0,4,0,3,3,5,0,18,20591.586
"96",107806,5,2000,9,1,0,54,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,0,-1,14023.391
"97",85997,5,1998,4,1,0,24,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,40,0,0,0.026026026,0,1,0,1,0,1,1,0,1,0,0,2,1,0,1,3,0,4,15855.761
"98",104498,5,2000,6,1,0,26,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,2,0,-1,9466.001
"99",113697,5,2000,8,0,0,18,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,50,10,0,0,0.2819548872,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1,10,14113.568
"100",109816,4,2000,8,1,0,55,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,2,0,0,0,0,0,-1,17287.816
"101",90721,5,1998,11,1,29.791459782,55,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,52,40,0,0,3.4033763654,1,0,0,1,0,1,1,1,0,0,0,2,1,1,1,1,0,4,13363.21
"102",88751,3,1998,2,1,129.64824121,34,1,0,1,0,0,1,4,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,52,80,0,0,7.8391959799,1,0,1,0,0,1,1,0,1,0,0,2,1,1,2,0,0,3,14946.698
"103",85433,5,1998,3,1,0,87,1,0,1,0,1,0,2,0,0,2,1,0,0,0,0,0,0,0,1,1,0,0,0,-1,0,0,3.2281845537,1,0,0,0,0,1,0,0,0,0,0,2,0,0,1,1,0,-1,23174.999
"104",90684,4,1998,7,0,0,41,1,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,52,40,0,0,0,1,0,0,0,1,1,1,0,1,0,0,4,1,0,1,3,0,3,14099.422
"105",105871,3,2000,1,1,0,42,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,52,30,0,0,1.9180249281,0,1,0,0,1,1,1,0,0,1,0,2,0,1,1,1,0,3,2726.967
"106",95906,2,1998,11,0,0,49,1,0,1,0,1,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,52,50,52,40,4.8361469712,0,1,1,0,0,1,1,1,0,0,0,3,1,0,1,3,0,5,10411.386
"107",114044,3,2000,9,0,0,39,1,0,1,0,1,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,52,40,52,40,5.5388940956,1,0,0,0,1,1,1,0,1,0,0,5,2,1,4,2,0,4,10685.447
"108",111252,3,2000,6,1,0,82,1,0,1,0,0,1,2,0,0,2,1,0,0,0,0,0,0,0,1,1,0,0,0,-1,0,0,3.2793201133,1,0,1,0,0,1,1,1,0,0,0,2,0,1,0,0,0,-1,12751.197
"109",108616,2,2000,2,1,0,53,1,0,1,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,52,40,52,40,14.217557252,1,0,0,0,0,1,1,0,0,1,0,2,2,1,1,3,0,1,18837.491
"110",111548,2,2000,5,1,0,50,1,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,52,40,52,40,11.352885525,1,0,0,1,0,1,1,0,0,1,0,2,0,1,2,2,0,3,14113.495
"111",106682,4,2000,4,1,10.436527514,37,1,0,1,1,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,52,40,52,40,6.6413662239,1,0,1,0,0,1,1,1,0,0,0,3,2,2,2,8,0,15,19955.937
"112",112507,4,2000,12,1,23.29916123,34,1,0,1,0,1,0,5,3,0,0,0,0,0,0,1,0,0,0,0,0,1,1,50,65,52,40,6.0577819199,0,1,0,0,1,1,1,0,0,0,1,2,1,1,2,2,0,8,14218.972
"113",87836,4,1998,4,1,0,42,1,0,1,0,0,1,4,0,2,0,0,0,0,0,1,0,0,0,0,0,1,1,36,60,52,32,6.8318318318,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,4,0,1,22815.606
"114",109697,2,2000,3,0,0,26,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,52,40,0,0,5.6118934348,0,1,1,0,0,1,1,1,0,0,0,1,1,1,1,3,0,7,20704.157
"115",88339,3,1998,1,1,0,42,1,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,45,40,0,0,4.6626384693,1,0,1,0,0,1,1,1,0,0,0,1,1,0,1,2,0,2,21596.858
